Area name;Specimen date;Daily lab-confirmed cases;Cumulative lab-confirmed cases;Cumulative lab-confirmed cases rate;geo_shape;geo_point_2d
England;2021-06-25;14487;4120721;7320.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-30;23362;4217813;7493.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-02;2125;3804660;6759.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-01;2864;3802535;6755.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-09;5211;3707886;6587.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-08;13838;3491347;6202.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-03;17410;3426666;6087.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-27;23237;3301260;5865.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-23;19874;3211030;5704.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-21;4516;3760781;6681.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-11;4685;3717574;6604.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-01;5894;3669766;6519.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-15;5439;3734653;6635.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-07;865;268842;477.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-06;978;267977;476.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-25;1061;285883;507.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-11;1213;272596;484.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-09;2850;316368;562.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-08;3001;313518;557.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-04;921;266059;472.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-31;626;263194;467.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-26;515;259152;460.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-24;717;258145;458.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-25;13934;1372458;2438.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-05;20873;1008717;1792.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-21;21490;721709;1282.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-04;20693;987844;1755.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-26;22754;808861;1437.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-30;10519;420683;747.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-11;9653;554703;985.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-19;4177;348299;618.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-14;2898;329136;584.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-19;413;254505;452.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-18;468;254092;451.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-29;666;243282;432.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-14;745;232372;412.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-09;1055;227913;404.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-29;1370;216432;384.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-28;1571;215062;382.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-27;1611;213491;379.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-17;1588;195358;347.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-18;2211;197569;351.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-05;46;251;0.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-04;49;205;0.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-29;5;45;0.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-27;7;29;0.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-25;5;18;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-19;0;9;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-08;4;7;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-12;44675;2856724;5075.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-13;41149;2897873;5148.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-21;42592;1871096;3324.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-10;18542;1573623;2795.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-04;12876;1482541;2633.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-02;13469;1457134;2588.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-18;40723;3067771;5450.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-02;54161;2374635;4218.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-01;28218;2320474;4122.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-07;46825;2649419;4707.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-20;3676;109141;193.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-13;2882;187661;333.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-04;3377;48347;85.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-07;3201;172389;306.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-15;4212;89475;159.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-09;1794;176800;314.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-28;2367;22962;40.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-07;55;379;0.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-06;73;324;0.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-30;1453;3862061;6861.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-13;5889;3992145;7092.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-19;6932;4043495;7183.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-06;1948;3872981;6880.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-18;2134;3889655;6910.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-27;2945;3910230;6947.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-28;2164;3858729;6855.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-03;20090;4283136;7609.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-26;13152;4133877;7344.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-06;30861;4364752;7754.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-26;25799;5816606;10285.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-25;27079;5790719;10240.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-09;28394;4455989;7916.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-07;1629;3874601;6883.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-09;1845;3873626;6881.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-05-16;1519;3885274;6902.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-21;2267;3845431;6831.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-16;1884;3835097;6813.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-04;1923;3808577;6766.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-08;2540;3818526;6784.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-06;10870;1503554;2671.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-05;10143;1492684;2651.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-29;72513;2182684;3877.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-24;28699;1978318;3514.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-28;9208;1406214;2498.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-12-16;30120;1716397;3049.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-07;10134;3477509;6178.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-02;17656;3409256;6056.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-30;14998;3357786;5965.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-19;35970;3103741;5514.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-27;4025;137347;244.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-17;4065;97884;173.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-07;4565;60364;107.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-03;4081;44970;79.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-22;1204;9036;16.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-20;1086;6798;12.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-12;414;1548;2.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-21;1034;7832;13.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-16;545;3197;5.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-31;3120;3799671;6750.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-30;2929;3796551;6745.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-19;4134;3752900;6667.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-17;10025;3585788;6370.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-12;10563;3537216;6284.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-28;4083;3790435;6734.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-16;4740;3739393;6643.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-14;3581;3729214;6625.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-03-05;4553;3689881;6555.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-25;6613;3650154;6484.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-05;1019;224480;398.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-21;2268;204763;363.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-15;2132;192001;341.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-08;991;226858;403.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-22;1792;206555;367.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-08;2617;175006;310.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-01;4086;154577;274.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-24;1197;209054;371.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-05;3139;165928;294.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-18;18216;1277445;2269.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-11-12;21952;1163267;2066.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-31;14344;903551;1605.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-28;20230;849582;1509.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-23;18109;759428;1349.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-24;6291;375149;666.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-17;3933;339850;603.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-14;1038;275749;489.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-09-27;6023;392859;698.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-22;749;256696;456.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-23;732;257428;457.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-02;512;264200;469.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-08-05;940;266999;474.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-30;857;262568;466.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-05;540;246506;437.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-26;642;241701;429.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-22;816;238965;424.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-13;787;231627;411.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-07-13;689;251064;446.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-11;353;1134;2.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-03;0;2;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-21;1;10;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-14;0;9;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-07;0;3;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-26;2321;3854599;6848.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-25;1924;3852278;6844.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-27;1815;3856524;6851.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-22;13190;4077130;7243.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-29;22639;4194464;7451.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-13;42242;4589753;8154.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-21;30918;4920930;8742.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-16;30052;5548166;9811.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-15;20769;5518122;9757.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-05;22895;6070685;10735.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-06;32255;6103144;10792.4;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-18;32419;4812426;8549.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-19;42307;4854875;8625.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-11;16549;6218383;10996.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-26;25788;5036743;8906.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-27;25322;5062097;8951.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-19;24224;6394012;11306.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-24;14669;4106178;7295.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-12;17461;6235879;11027.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-09-30;26079;6702669;11852.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-10-02;21398;6748452;11933.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-10-08;29202;6935000;12263.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-10-04;35713;6810735;12043.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-10-06;31867;6874279;12156.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-04;26013;7877176;13929.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-07;24828;7947913;14054.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-06;24225;5302840;9377.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-01;36684;7792323;13779.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-08-19;28314;5637306;9968.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-07;33446;4398343;7814.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-07-02;21655;4263038;7573.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-06-27;15024;4148932;7371.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-24;38861;8537859;15097.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-17;37378;8288032;14656.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-25;36184;8574060;15161.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-11-26;32829;8606950;15220.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-11;51995;2812049;4995.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-10;32856;2760054;4903.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-15;36790;2973185;5282.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-04;16154;3442820;6116.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-29;19684;3342788;5938.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-01-21;28755;3164250;5621.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-09;2365;3820891;6788.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-28;3952;3663872;6509.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-02-16;10814;3575763;6352.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2021-04-18;2309;3838763;6820.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-30;997;217429;386.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-03;2632;159948;284.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-19;816;236970;421.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-31;989;218418;388.0;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-25;2257;15330;27.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-24;2025;13073;23.2;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-03-19;927;5712;10.1;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-23;1;11;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-15;0;9;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-02-24;2;13;;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-26;3134;133322;236.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-04-23;4550;122469;217.6;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-16;993;234303;416.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-06-15;938;233310;414.5;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-25;1375;210429;373.9;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-05-14;2208;189869;337.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-16;14550;632573;1123.8;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-09;13011;534897;950.3;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
England;2020-10-05;14037;477136;847.7;"{""coordinates"": [-1.647762, 52.438655], ""type"": ""Point""}";52.438655, -1.647762
